Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
03/12/2023 8:32:23,"452","23,5","17","1012,4"
03/12/2023 8:37:23,"446","23,5","17","1012,5"
03/12/2023 8:42:23,"457","23,5","17","1012,5"
03/12/2023 8:47:23,"456","23,4","17","1012,5"
03/12/2023 8:52:23,"462","23,5","17","1012,5"
03/12/2023 8:57:23,"458","23,5","17","1012,6"
03/12/2023 9:02:23,"450","23,5","17","1012,6"
03/12/2023 9:07:23,"445","23,5","17","1012,6"
03/12/2023 9:12:23,"445","23,4","17","1012,6"
03/12/2023 9:17:23,"447","23,5","17","1012,8"
03/12/2023 9:22:23,"450","23,5","17","1012,6"
03/12/2023 9:27:23,"457","23,4","17","1012,6"
03/12/2023 9:32:23,"443","23,5","17","1012,7"
03/12/2023 9:37:23,"446","23,5","17","1012,8"
03/12/2023 9:42:23,"436","23,4","17","1012,8"
03/12/2023 9:47:23,"438","23,4","17","1012,9"
03/12/2023 9:52:23,"446","23,4","17","1012,8"
03/12/2023 9:57:23,"450","23,5","17","1012,8"
03/12/2023 10:02:23,"453","23,5","17","1012,7"
03/12/2023 10:07:23,"442","23,4","17","1012,8"
03/12/2023 10:12:23,"443","23,4","17","1012,6"
03/12/2023 10:17:23,"453","23,4","17","1012,6"
03/12/2023 10:22:23,"456","23,4","17","1012,6"
03/12/2023 10:27:23,"443","23,4","17","1012,6"
03/12/2023 10:32:23,"445","23,4","17","1012,6"
03/12/2023 10:37:23,"436","23,4","17","1012,6"
03/12/2023 10:42:23,"452","23,4","17","1012,6"
03/12/2023 10:47:23,"440","23,4","17","1012,5"
03/12/2023 10:52:23,"442","23,4","17","1012,4"
03/12/2023 10:57:23,"441","23,4","17","1012,5"
03/12/2023 11:02:23,"444","23,4","17","1012,5"
03/12/2023 11:07:23,"448","23,4","17","1012,4"
03/12/2023 11:12:23,"442","23,4","17","1012,5"
03/12/2023 11:17:23,"457","23,4","17","1012,5"
03/12/2023 11:22:23,"445","23,4","17","1012,4"
03/12/2023 11:27:23,"439","23,4","17","1012,2"
03/12/2023 11:32:23,"444","23,4","17","1012,1"
03/12/2023 11:37:23,"445","23,4","17","1012,0"
03/12/2023 11:42:23,"453","23,4","17","1012,0"
03/12/2023 11:47:23,"441","23,4","17","1012,0"
03/12/2023 11:52:23,"444","23,4","17","1011,9"
03/12/2023 11:57:23,"445","23,4","17","1011,9"
03/12/2023 12:02:23,"456","23,4","17","1011,8"
03/12/2023 12:07:23,"443","23,4","17","1011,7"
03/12/2023 12:12:23,"451","23,4","17","1011,7"
03/12/2023 12:17:23,"442","23,4","17","1011,7"
03/12/2023 12:22:23,"441","23,4","17","1011,6"
03/12/2023 12:27:23,"435","23,4","17","1011,5"
03/12/2023 12:32:23,"435","23,4","17","1011,6"
03/12/2023 12:37:23,"436","23,4","17","1011,5"
03/12/2023 12:42:23,"436","23,4","17","1011,4"
03/12/2023 12:47:23,"436","23,4","17","1011,4"
03/12/2023 12:52:23,"444","23,4","17","1011,3"
03/12/2023 12:57:23,"437","23,4","17","1011,3"
03/12/2023 13:02:23,"436","23,4","17","1011,3"
03/12/2023 13:07:23,"447","23,4","17","1011,2"
03/12/2023 13:12:23,"448","23,4","17","1011,3"
03/12/2023 13:17:23,"439","23,4","17","1011,1"
03/12/2023 13:22:23,"434","23,4","17","1011,1"
03/12/2023 13:27:23,"438","23,4","17","1011,2"
03/12/2023 13:32:23,"437","23,4","17","1011,2"
03/12/2023 13:37:23,"442","23,3","17","1011,2"
03/12/2023 13:42:23,"445","23,4","17","1011,2"
03/12/2023 13:47:23,"443","23,3","17","1011,2"
03/12/2023 13:52:23,"434","23,3","17","1011,1"
03/12/2023 13:57:23,"439","23,3","17","1011,0"
03/12/2023 14:02:23,"446","23,3","17","1010,9"
03/12/2023 14:07:23,"433","23,3","17","1010,9"
03/12/2023 14:12:23,"446","23,3","17","1010,8"
03/12/2023 14:17:23,"441","23,3","17","1010,7"
03/12/2023 14:22:23,"433","23,3","17","1010,6"
03/12/2023 14:27:23,"435","23,3","17","1010,5"
03/12/2023 14:32:23,"446","23,3","17","1010,4"
03/12/2023 14:37:23,"451","23,3","17","1010,3"
03/12/2023 14:42:23,"442","23,3","17","1010,3"
03/12/2023 14:47:23,"435","23,3","18","1010,0"
03/12/2023 14:52:23,"437","23,3","18","1009,9"
03/12/2023 14:57:23,"438","23,3","18","1009,9"
03/12/2023 15:02:23,"435","23,3","18","1009,9"
03/12/2023 15:07:23,"442","23,3","18","1009,9"
03/12/2023 15:12:23,"442","23,3","18","1009,9"
03/12/2023 15:17:23,"452","23,3","18","1009,8"
03/12/2023 15:22:23,"444","23,3","18","1009,8"
03/12/2023 15:27:23,"447","23,3","18","1009,7"
03/12/2023 15:32:23,"439","23,3","18","1009,6"
03/12/2023 15:37:23,"444","23,3","18","1009,5"
03/12/2023 15:42:23,"445","23,3","18","1009,5"
03/12/2023 15:47:23,"440","23,3","18","1009,4"
03/12/2023 15:52:23,"444","23,3","18","1009,3"
03/12/2023 15:57:23,"435","23,3","18","1009,4"
03/12/2023 16:02:23,"435","23,3","18","1009,3"
03/12/2023 16:07:23,"444","23,3","18","1009,3"
03/12/2023 16:12:23,"438","23,3","18","1009,3"
03/12/2023 16:17:23,"440","23,3","18","1009,3"
03/12/2023 16:22:23,"436","23,3","18","1009,3"
03/12/2023 16:27:23,"431","23,3","18","1009,2"
03/12/2023 16:32:23,"435","23,3","18","1009,2"
03/12/2023 16:37:23,"451","23,3","18","1009,2"
03/12/2023 16:42:23,"434","23,3","18","1009,3"
03/12/2023 16:47:23,"440","23,3","18","1009,3"
03/12/2023 16:52:23,"446","23,3","18","1009,2"
03/12/2023 16:57:23,"436","23,3","18","1009,2"
03/12/2023 17:02:23,"438","23,3","18","1009,0"
03/12/2023 17:07:23,"438","23,2","18","1009,1"
03/12/2023 17:12:23,"444","23,2","18","1009,1"
03/12/2023 17:17:23,"430","23,2","18","1009,0"
03/12/2023 17:22:23,"448","23,3","18","1009,0"
03/12/2023 17:27:23,"442","23,2","18","1008,9"
03/12/2023 17:32:23,"440","23,2","19","1008,9"
03/12/2023 17:37:23,"447","23,2","19","1008,9"
03/12/2023 17:42:23,"431","23,3","19","1008,8"
03/12/2023 17:47:23,"434","23,2","19","1008,7"
03/12/2023 17:52:23,"446","23,3","19","1008,5"
03/12/2023 17:57:23,"445","23,3","19","1008,5"
03/12/2023 18:02:23,"444","23,2","19","1008,4"
03/12/2023 18:07:23,"436","23,2","19","1008,4"
03/12/2023 18:12:23,"444","23,3","19","1008,3"
03/12/2023 18:17:23,"438","23,3","19","1008,3"
03/12/2023 18:22:23,"434","23,3","19","1008,3"
03/12/2023 18:27:23,"438","23,3","19","1008,1"
03/12/2023 18:32:23,"439","23,3","19","1007,9"
03/12/2023 18:37:23,"436","23,2","19","1008,0"
03/12/2023 18:42:23,"443","23,3","19","1008,0"
03/12/2023 18:47:23,"438","23,2","19","1007,8"
03/12/2023 18:52:23,"441","23,2","19","1007,8"
03/12/2023 18:57:23,"431","23,3","19","1007,8"
03/12/2023 19:02:23,"439","23,3","19","1007,7"
03/12/2023 19:07:23,"428","23,3","19","1007,6"
03/12/2023 19:12:23,"454","23,3","19","1007,7"
03/12/2023 19:17:23,"440","23,3","19","1007,5"
03/12/2023 19:22:23,"431","23,3","19","1007,4"
03/12/2023 19:27:23,"435","23,3","19","1007,3"
03/12/2023 19:32:23,"432","23,3","20","1007,3"
03/12/2023 19:37:23,"438","23,3","20","1007,2"
03/12/2023 19:42:23,"431","23,3","20","1007,2"
03/12/2023 19:47:23,"451","23,3","20","1007,0"
03/12/2023 19:52:23,"431","23,3","20","1007,0"
03/12/2023 19:57:23,"445","23,3","20","1007,0"
03/12/2023 20:02:23,"440","23,3","20","1006,9"
03/12/2023 20:07:23,"438","23,3","20","1007,0"
03/12/2023 20:12:23,"434","23,3","20","1007,0"
03/12/2023 20:17:23,"441","23,3","20","1007,1"
03/12/2023 20:22:23,"437","23,3","20","1007,0"
03/12/2023 20:27:23,"442","23,3","20","1007,0"
03/12/2023 20:32:23,"449","23,3","20","1007,0"
03/12/2023 20:37:23,"441","23,3","20","1007,1"
03/12/2023 20:42:23,"446","23,3","19","1007,1"
03/12/2023 20:47:23,"452","23,3","20","1007,0"
03/12/2023 20:52:23,"430","23,3","20","1006,9"
03/12/2023 20:57:23,"443","23,3","19","1006,8"
03/12/2023 21:02:23,"435","23,2","20","1006,7"
03/12/2023 21:07:23,"443","23,3","19","1006,8"
03/12/2023 21:12:23,"441","23,3","19","1006,8"
03/12/2023 21:17:23,"433","23,3","19","1006,7"
03/12/2023 21:22:23,"427","23,3","19","1006,6"
03/12/2023 21:27:23,"429","23,3","19","1006,4"
03/12/2023 21:32:23,"438","23,3","19","1006,4"
03/12/2023 21:37:23,"439","23,3","19","1006,4"
03/12/2023 21:42:23,"440","23,3","19","1006,2"
03/12/2023 21:47:23,"445","23,3","19","1006,2"
03/12/2023 21:52:23,"441","23,2","19","1006,1"
03/12/2023 21:57:23,"436","23,2","19","1006,0"
03/12/2023 22:02:23,"442","23,3","19","1006,1"
03/12/2023 22:07:23,"439","23,3","19","1006,0"
03/12/2023 22:12:23,"444","23,2","19","1005,9"
03/12/2023 22:17:23,"431","23,2","19","1006,0"
03/12/2023 22:22:23,"440","23,2","19","1005,9"
03/12/2023 22:27:23,"436","23,3","19","1005,8"
03/12/2023 22:32:23,"440","23,2","19","1005,8"
03/12/2023 22:37:23,"427","23,2","19","1005,7"
03/12/2023 22:42:23,"447","23,2","19","1005,8"
03/12/2023 22:47:23,"435","23,2","19","1005,7"
03/12/2023 22:52:23,"444","23,2","19","1005,6"
03/12/2023 22:57:23,"438","23,2","19","1005,6"
03/12/2023 23:02:23,"436","23,2","19","1005,5"
03/12/2023 23:07:23,"438","23,2","19","1005,5"
03/12/2023 23:12:23,"430","23,2","19","1005,5"
03/12/2023 23:17:23,"435","23,2","19","1005,5"
03/12/2023 23:22:23,"436","23,2","19","1005,4"
03/12/2023 23:27:23,"429","23,2","19","1005,4"
03/12/2023 23:32:23,"444","23,2","19","1005,3"
03/12/2023 23:37:23,"437","23,2","19","1005,2"
03/12/2023 23:42:23,"445","23,2","19","1005,2"
03/12/2023 23:47:23,"427","23,2","19","1005,1"
03/12/2023 23:52:23,"442","23,2","19","1005,0"
03/12/2023 23:57:23,"433","23,2","18","1005,0"
04/12/2023 0:02:23,"441","23,2","18","1004,9"
04/12/2023 0:07:23,"427","23,2","19","1004,9"
04/12/2023 0:12:23,"442","23,2","18","1004,9"
04/12/2023 0:17:23,"434","23,1","18","1004,8"
04/12/2023 0:22:23,"436","23,1","18","1004,8"
04/12/2023 0:27:23,"445","23,1","18","1004,7"
04/12/2023 0:32:23,"432","23,1","18","1004,8"
04/12/2023 0:37:23,"432","23,1","18","1004,7"
04/12/2023 0:42:23,"442","23,1","18","1004,6"
04/12/2023 0:47:23,"429","23,1","18","1004,5"
04/12/2023 0:52:23,"445","23,1","18","1004,4"
04/12/2023 0:57:23,"440","23,1","18","1004,3"
04/12/2023 1:02:23,"455","23,1","18","1004,2"
04/12/2023 1:07:23,"425","23,1","18","1004,1"
04/12/2023 1:12:23,"439","23,1","18","1004,1"
04/12/2023 1:17:23,"442","23,1","18","1004,0"
04/12/2023 1:22:23,"435","23,1","18","1003,9"
04/12/2023 1:27:23,"446","23,1","18","1003,8"
04/12/2023 1:32:23,"428","23,1","18","1003,7"
04/12/2023 1:37:23,"441","23,0","18","1003,6"
04/12/2023 1:42:23,"433","23,1","18","1003,6"
04/12/2023 1:47:23,"450","23,0","18","1003,5"
04/12/2023 1:52:23,"436","23,1","18","1003,5"
04/12/2023 1:57:23,"433","23,1","18","1003,4"
04/12/2023 2:02:23,"438","23,1","18","1003,4"
04/12/2023 2:07:23,"429","23,0","18","1003,4"
04/12/2023 2:12:23,"432","23,0","18","1003,3"
04/12/2023 2:17:23,"435","23,1","18","1003,3"
04/12/2023 2:22:23,"430","23,1","18","1003,3"
04/12/2023 2:27:23,"443","23,0","18","1003,3"
04/12/2023 2:32:23,"440","23,0","18","1003,1"
04/12/2023 2:37:23,"432","23,0","18","1003,1"
04/12/2023 2:42:23,"443","23,0","18","1003,0"
04/12/2023 2:47:23,"435","23,0","18","1003,0"
04/12/2023 2:52:23,"440","23,0","18","1002,9"
04/12/2023 2:57:23,"447","23,0","18","1003,0"
04/12/2023 3:02:23,"445","23,0","17","1002,9"
04/12/2023 3:07:23,"445","23,0","17","1002,8"
04/12/2023 3:12:23,"428","23,0","17","1002,7"
04/12/2023 3:17:23,"436","23,0","17","1002,6"
04/12/2023 3:22:23,"434","23,0","17","1002,7"
04/12/2023 3:27:23,"424","23,0","17","1002,5"
04/12/2023 3:32:23,"443","23,0","17","1002,4"
04/12/2023 3:37:23,"433","23,0","17","1002,4"
04/12/2023 3:42:23,"423","23,0","17","1002,2"
04/12/2023 3:47:23,"448","23,0","17","1002,2"
04/12/2023 3:52:23,"440","23,0","17","1002,1"
04/12/2023 3:57:23,"445","23,0","17","1002,0"
04/12/2023 4:02:23,"432","23,0","17","1001,9"
04/12/2023 4:07:23,"433","23,0","17","1001,8"
04/12/2023 4:12:23,"440","23,0","17","1001,8"
04/12/2023 4:17:23,"447","23,0","17","1001,6"
04/12/2023 4:22:23,"442","23,0","17","1001,6"
04/12/2023 4:27:23,"430","23,0","17","1001,5"
04/12/2023 4:32:23,"437","23,0","17","1001,4"
04/12/2023 4:37:23,"434","23,0","17","1001,4"
04/12/2023 4:42:23,"438","23,0","17","1001,3"
04/12/2023 4:47:23,"444","23,0","17","1001,2"
04/12/2023 4:52:23,"439","23,0","17","1001,1"
04/12/2023 4:57:23,"436","23,0","17","1001,0"
04/12/2023 5:02:23,"435","23,0","17","1000,8"
04/12/2023 5:07:23,"434","23,1","17","1000,8"
04/12/2023 5:12:23,"437","23,0","17","1000,7"
04/12/2023 5:17:23,"447","23,0","17","1000,5"
04/12/2023 5:22:23,"444","23,0","17","1000,5"
04/12/2023 5:27:23,"438","23,0","17","1000,5"
04/12/2023 5:32:23,"422","23,0","17","1000,5"
04/12/2023 5:37:23,"444","23,0","17","1000,6"
04/12/2023 5:42:23,"433","23,0","17","1000,5"
04/12/2023 5:47:23,"447","23,0","17","1000,5"
04/12/2023 5:52:23,"440","23,0","17","1000,3"
04/12/2023 5:57:23,"441","23,0","17","1000,2"
04/12/2023 6:02:23,"439","23,0","17","1000,1"
04/12/2023 6:07:23,"439","23,0","17","1000,2"
04/12/2023 6:12:23,"432","23,0","17","1000,1"
04/12/2023 6:17:23,"433","23,0","17","1000,1"
04/12/2023 6:22:23,"433","23,0","17","1000,1"
04/12/2023 6:27:23,"439","23,0","17","1000,0"
04/12/2023 6:32:23,"433","23,0","17","1000,0"
04/12/2023 6:37:23,"443","23,0","17","1000,0"
04/12/2023 6:42:23,"440","23,0","17","1000,0"
04/12/2023 6:47:23,"426","23,0","17","999,9"
04/12/2023 6:52:23,"429","23,0","17","999,8"
04/12/2023 6:57:23,"435","23,0","17","999,6"
04/12/2023 7:02:23,"437","23,0","17","999,7"
04/12/2023 7:07:23,"426","23,0","17","999,5"
04/12/2023 7:12:23,"439","23,0","17","999,4"
04/12/2023 7:17:23,"436","23,0","17","999,4"
04/12/2023 7:22:23,"445","23,0","17","999,3"
04/12/2023 7:27:23,"445","23,0","17","999,2"
04/12/2023 7:32:23,"453","23,0","17","999,4"
04/12/2023 7:37:23,"439","23,0","17","999,5"
04/12/2023 7:42:23,"438","23,0","16","999,5"
04/12/2023 7:47:23,"440","23,0","16","999,5"
04/12/2023 7:52:23,"441","23,0","16","999,4"
04/12/2023 7:57:23,"439","23,0","16","999,4"
04/12/2023 8:02:23,"438","23,0","16","999,2"
04/12/2023 8:07:23,"433","23,0","16","999,2"
04/12/2023 8:12:23,"442","23,0","16","999,1"
04/12/2023 8:17:23,"444","23,0","16","999,0"
04/12/2023 8:22:23,"435","23,0","16","999,1"
04/12/2023 8:27:23,"440","23,0","16","999,0"
04/12/2023 8:32:23,"442","23,0","16","998,9"
04/12/2023 8:37:23,"442","23,0","16","998,8"
04/12/2023 8:42:23,"450","23,0","16","998,8"
04/12/2023 8:47:23,"443","23,0","16","998,7"
04/12/2023 8:52:23,"443","23,0","17","998,6"
04/12/2023 8:57:23,"445","23,0","17","998,7"
04/12/2023 9:02:23,"439","23,0","17","998,8"
04/12/2023 9:07:23,"443","23,0","17","998,7"
04/12/2023 9:12:23,"448","23,0","17","998,7"
04/12/2023 9:17:23,"449","23,0","17","998,5"
04/12/2023 9:22:23,"444","23,0","17","998,5"
04/12/2023 9:27:23,"453","23,0","17","998,4"
04/12/2023 9:32:23,"449","23,0","17","998,4"
04/12/2023 9:37:23,"445","23,0","17","998,3"
04/12/2023 9:42:23,"452","23,0","17","998,2"
04/12/2023 9:47:23,"462","23,0","17","998,3"
04/12/2023 9:52:23,"465","23,0","17","998,2"
04/12/2023 9:57:23,"461","23,0","17","998,1"
04/12/2023 10:02:23,"464","23,0","17","998,0"
04/12/2023 10:07:23,"457","23,0","17","998,0"
04/12/2023 10:12:23,"462","23,0","17","998,0"
04/12/2023 10:17:23,"495","23,0","18","998,0"
04/12/2023 10:22:23,"520","22,4","19","997,9"
04/12/2023 10:27:23,"540","22,4","19","997,9"
04/12/2023 10:32:23,"529","22,6","19","997,8"
04/12/2023 10:37:23,"518","22,7","19","997,8"
04/12/2023 10:42:23,"510","22,8","19","997,8"
04/12/2023 10:47:23,"507","22,9","19","997,8"
04/12/2023 10:52:23,"511","22,9","19","997,9"
04/12/2023 10:57:23,"492","22,9","19","997,8"
04/12/2023 11:02:23,"503","22,9","19","997,7"
04/12/2023 11:07:23,"495","22,9","19","997,6"
04/12/2023 11:12:23,"489","22,9","19","997,5"
04/12/2023 11:17:23,"487","23,0","19","997,4"
04/12/2023 11:22:23,"484","23,0","19","997,3"
04/12/2023 11:27:23,"481","23,0","19","997,2"
04/12/2023 11:32:23,"482","23,0","19","997,0"
04/12/2023 11:37:23,"476","23,0","19","996,9"
04/12/2023 11:42:23,"480","23,0","19","996,7"
04/12/2023 11:47:23,"473","23,0","19","996,7"
04/12/2023 11:52:23,"468","23,0","19","996,6"
04/12/2023 11:57:23,"489","22,9","19","996,5"
04/12/2023 12:02:23,"465","23,0","19","996,4"
04/12/2023 12:07:23,"473","23,0","19","996,3"
04/12/2023 12:12:23,"479","22,9","19","996,2"
04/12/2023 12:17:23,"481","22,9","20","996,0"
04/12/2023 12:22:23,"471","23,0","20","995,8"
04/12/2023 12:27:23,"466","22,9","20","995,7"
04/12/2023 12:32:23,"479","22,9","20","995,6"
04/12/2023 12:37:23,"476","22,9","20","995,5"
04/12/2023 12:42:23,"468","22,9","20","995,4"
04/12/2023 12:47:23,"478","22,9","20","995,3"
04/12/2023 12:52:23,"478","22,9","20","995,2"
04/12/2023 12:57:23,"483","22,9","20","995,1"
04/12/2023 13:02:23,"483","23,0","20","995,0"
04/12/2023 13:07:23,"473","22,9","20","994,9"
04/12/2023 13:12:23,"482","22,9","20","994,8"
04/12/2023 13:17:23,"480","22,9","20","994,8"
04/12/2023 13:22:23,"477","22,9","20","994,6"
04/12/2023 13:27:23,"483","22,9","20","994,5"
04/12/2023 13:32:23,"473","22,9","20","994,4"
04/12/2023 13:37:23,"479","22,9","20","994,4"
04/12/2023 13:42:23,"489","22,9","20","994,2"
04/12/2023 13:47:23,"487","22,9","20","994,2"
04/12/2023 13:52:23,"488","22,9","21","994,2"
04/12/2023 13:57:23,"487","22,9","21","994,1"
04/12/2023 14:02:23,"488","22,9","21","994,0"
04/12/2023 14:07:23,"489","22,9","21","993,8"
04/12/2023 14:12:23,"495","22,9","21","993,8"
04/12/2023 14:17:23,"481","22,9","21","993,7"
04/12/2023 14:22:23,"477","22,9","21","993,6"
04/12/2023 14:27:23,"495","22,9","21","993,5"
04/12/2023 14:32:23,"488","22,9","21","993,4"
04/12/2023 14:37:23,"488","22,9","21","993,3"
04/12/2023 14:42:23,"477","22,9","21","993,3"
04/12/2023 14:47:23,"478","22,9","21","993,2"
04/12/2023 14:52:23,"489","22,9","21","993,1"
04/12/2023 14:57:23,"479","22,9","21","993,0"
04/12/2023 15:02:23,"481","22,9","21","993,0"
04/12/2023 15:07:23,"483","22,9","21","993,0"
04/12/2023 15:12:23,"489","22,9","21","992,9"
04/12/2023 15:17:23,"487","22,9","22","992,8"
04/12/2023 15:22:23,"495","22,9","22","992,7"
04/12/2023 15:27:23,"480","22,9","22","992,6"
04/12/2023 15:32:23,"482","22,9","22","992,6"
